ID,URL,URL TITLE,AUTHOR,DESCRIPTION,PUBLISH DATE,GALLERY PRESS,ARTIST
127,https://www.youtube.com/watch?v=qwOXumLJgGg&feature=youtu.be,The Art Assignment by PBS Digital Studios,"Green, Sarah Urist (host)","The Art Assignment - Stakeout! - Robyn O'Neil - Ep. 6. April 24, 2014"," April 24, 2014",false,Robyn O'Neil
128,http://www.phaidon.com/agenda/art/articles/2014/april/24/phaidon-at-the-whitney-biennial/,Phaidon,,"Phaidon at the Whitney Biennial (Elijah Burgher). April 24, 2014"," April 24, 2014",false,Elijah Burgher
129,http://www.dazeddigital.com/artsandculture/article/19646/1/top-ten-artists-working-with-monochrome,DAZED,"Gavin, Francesca","Top ten artists working with monochrome. (Ryan Travis Christian). April 23, 2014"," April 23, 2014",false,Ryan Travis Christian
130,http://www.frieze.com/shows/review/dan-attoe/,Frieze.,"Honigman, Ana Finel","Dan Attoe. Peres Projects, Berlin, Germany. April 14, 2014"," April 14, 2014",false,Dan Attoe
131,http://www.visualartsource.com/index.php?page=editorial&pcID=17&aID=2171,Visual Art Source,Dluzen. Robin,Paul Nudd. April 2014," April 1, 2014",false,Paul Nudd
132,http://www.newyorker.com/sandbox/schjeldahl/whitney-biennial-2014/,The New Yorker,"Schjeldahl, Peter","Schjeldahl on the Whitney Biennial, Audio Slideshow. (Reproductions: Elijah Burgher). April 2014"," April 1, 2014",false,Elijah Burgher
133,http://www.westernexhibitions.com/Burgher/1_press/2014_ModernPainters.html,Modern Painters,"Foumberg, Jason",21st Century Sex Magick. (feature). March 2014," March 1, 2014",true,
134,http://beautifuldecay.com/2014/03/25/landscapes-water-artist-interview-dan-attoe/,Beautiful/Decay,"Donovan, Bill","Landscapes With Water: Artist Interview With Dan Attoe.  March 25, 2014"," March 25, 2014",false,Dan Attoe
135,http://shop.juxtapoz.com/detail.php?id=469,Juxtapoz,,Juxtapoz Psychedelic (Ryan Travis Christian). Hard Cover. 240 Color Pages,,false,Ryan Travis Christian
136,http://fnewsmagazine.com/2014/03/a-chimerical-world/,fNews,"Yost, Zara","A Chimerical World: Lilli CarrÌ©‰Ûªs Debut Show at the MCA. March 16th, 2014",,true,
137,http://www.chicagomag.com/Chicago-Magazine/March-2014/Painter-Paul-Nudd-Opens-a-New-Exhibit/,Chicago Magazine,"Foumberg, Jason","See Paul Nudd‰Ûªs New Exhibit of Alluring, Gelatinous Globs. March 14, 2014"," March 14, 2014",false,Paul Nudd
138,http://www.memphisflyer.com/memphis/all-souls/Content?oid=3630655,Memphis Flyer,"Townsend, Eileen","All Souls: ‰ÛÏNo Fate But What We Make‰Ûù at Clough-Hanson (Elijah Burgher). March 13, 2014"," March 13, 2014",false,Elijah Burgher
139,http://www.nytimes.com/2014/03/07/arts/design/2014-whitney-biennial-has-new-faces-and-interesting-choices.html,New York Times," Cotter, Holland","One Last Dance in the Old Place2014 Whitney Biennial Has New Faces and Interesting Choices."" (Elijah Burgher) March 6, 2014"," March 6, 2014",false,Elijah Burgher
140,http://hyperallergic.com/112675/whitney-biennial-2014-anthony-elms-on-the-second-floor/,Hyperallergic," Vartanian, Hrag","Whitney Biennial 2014: Anthony Elms on the Second Floor (Elijah Burgher). March 6, 2014"," March 6, 2014",false,Elijah Burgher
141,http://www.artslant.com/chi/artists/rackroom/123966,ArtSlant," Honigman, Ana Finel",Rackroom: As Art and Magic: An Interview with Elijah Burgher. March 2014," March 1, 2014",false,Elijah Burgher
142,http://www.blouinartinfo.com/news/story/1012467/preview-highlights-from-the-whitney-biennial-2014,Artinfo,"Vogel, Wendy","Preview: Highlights From the Whitney Biennial 2014 (Elijah Burgher). March 5, 2014"," March 5, 2014",false,Elijah Burgher
143,http://www.chicagomag.com/arts-culture/February-2014/Elijah-Burgher/,Chicago Magazine,"Foumberg, Jason","A Visit to the Studio of Elijah Burgher. March 4, 2014"," March 4, 2014",false,Elijah Burgher
144,http://moussemagazine.it/whitney2014-secondfloor/,Mousee Magazine," Fitzgerald, Alex Philip",Agenda: The 2014 Whitney Biennial (reproduction: Elijah Burgher). Issue 42. February-March 2014," February 1, 2014",false,Elijah Burgher
145,http://www.sfaqonline.com/2014/03/sfaq-pick-head-group-exhibition-at-western-exhibitions-chicago/,SFAQ,,"SFAQ Pick: ‰ÛÏHead‰Ûù group exhibition at Western Exhibitions, Chicago. March 2014"," March 1, 2014",true,
146,https://www.youtube.com/watch?v=qbuRG-NWUuY&feature=youtu.be,The Art Assignment by PBS Digital Studios," Green, Sarah Urist (host)","The Art Assignment - Stakeout! - Deb Sokolow - Ep. 2. February 27, 2014"," February 27, 2014",false,Deb Sokolow
147,http://www.artinamericamagazine.com/reviews/aa-bronson/,Art in America,"Kleijn, Koen","AA Bronson, Rotterdam, at Witte de With (Elijah Burgher). February 26, 2014"," February 26, 2014",false,Elijah Burgher
148,http://www.newamericanpaintings.com/blog/40-galleries-you-should-know-if-you-love-paint-redux,New American Paintings,"Zevitas, Steven","40 Galleries You Should Know if You Love Paint: Redux. February 25, 2014"," February 25, 2014",true,
149,http://www.chicagomag.com/Chicago-Magazine/March-2014/power-cultural-clout/,Chicago Magazine,"Foumberg, Jason","Four Artists to Watch at the Whitney Biennial (Elijah Burgher). February 22, 2014"," February 22, 2014",false,Elijah Burgher
151,http://art.newcity.com/2014/02/18/review-headwestern-exhibitions/,New City,"Biles, Jeremy","HEAD. February 18, 2014"," February 18, 2014",true,
152,http://www.nytimes.com/2014/02/16/arts/design/anthony-elms-prepares-for-the-whitney-biennial.html?_r=0,New York Times,"Gopnik, Blake","Choose the Artists, Ignore the Critics (Elijah Burgher). February 13, 2014"," February 13, 2014",false,Elijah Burgher
153,http://www.sothebys.com/en/news-video/blogs/all-blogs/sothebys-at-auction/2014/02/whitney-biennial-2014.html,Sotheby's Magazine.,"Loos, Ted","A Biennial in the Making. (Elijah Burgher). February 7, 2014"," February 7, 2014",false,Elijah Burgher
154,http://www.westernexhibitions.com/carre/1_press/2014_ChiTribune.html,Chicago Tribune,"Waxman, Lori","Compare and Contrast: Ceramics at the MCA. (Lilli CarrÌ©). Thursday, February 6, 2014"," February 6, 2014",true,
155,http://www.westernexhibitions.com/Burgher/1_press/2014_ArtReview.html,Art Review,"Myers, Terry",Elijah Burgher (review). January-February 2014," January 1, 2014",false,Elijah Burgher
156,http://newamericanpaintings.com/blog/perpendicular-painting-zoe-nelson-western-exhibitions,New American Paintings,"Cristello, Stephanie","Perpendicular Painting: Zoe Nelson, Western Exhibitions. January 24, 2014"," January 24, 2014",true,
157,http://art.newcity.com/2014/01/20/review-zoe-nelsonwestern-exhibitions/,NewCity,"Miller, Chris","Review: Zoe Nelson/Western Exhibitions. Janaury 20, 2014"," Janaury 20, 2014",true,
158,http://badatsports.com/2014/off-the-wall-through-the-surface-and-around-the-painting-a-conversation-with-zoe-nelson/,Bad at Sports,"Blake, Kevin","Off the Wall Through the Surface and Around the Painting: A Conversation with Zoe Nelson. January 20, 2014"," January 20, 2014",true,
159,http://art.newcity.com/2014/01/18/review-ben-stonewestern-exhibitions/,NewCity,"Miller, Chris","Review: Ben Stone/Western Exhibitions. January 18, 2014"," January 18, 2014",false,Ben Stone
160,http://www.huffingtonpost.com/steven-zevitas/must-see-painting-shows-j_b_4554706.html,HuffingtonPost,"Zevitas, Steven","Must-see Painting Shows: January 2014  (Zoe Nelson). January 7, 2014"," January 7, 2014",true,
161,http://www.westernexhibitions.com/stone/3_press/2014_artltd.html?subaction=showfull&id=1388795439&archive=&start_from=&ucat=28&,art ltd.,"Yood, James",critic's picks (Ben Stone). January 2014," January 1, 2014",false,Ben Stone
162,http://www.pinupsmag.com/issue18detail1.htm,PINUPS,,Issue No. 18 featuring Elijah Burgher. January 2014," January 1, 2014",false,Elijah Burgher
163,http://www.chicagomag.com/arts-culture/December-2013/10-Memorable-Art-Moments-from-2013/,Chicago Magazine,"Foumberg, Jason","‰ÛÏ10 Memorable Art Moments from 2013‰Ûù (Elijah Burgher). December 24, 2013"," December 24, 2013",false,Elijah Burgher
164,http://www.bbook.com/best-art-2013-definitive-survey/,Blackbook,"Indrisek, Scott and Lerma, Jose","The Best Art Of 2013: A Definitive Survey (Ben Stone). December 24, 2013"," December 24, 2013",false,Ben Stone
165,http://hyperallergic.com/99642/making-art-in-the-midwest/,Hyperallergic,"Eler, Alicia","Making Art in the Midwest (Ben Stone). December 20, 2013"," December 20, 2013",false,Ben Stone
166,http://www.chicagoreader.com/chicago/lilli-carre-comics-art-at-mca/Content?oid=11880962,Chicago Reader,"Berlatsky, Noah","‰ÛÏLilli CarrÌ© in three dimensions.‰Ûù December 17, 2013"," December 17, 2013",true,
167,http://badatsports.com/2013/transcending-immediacy-a-conversation-with-elijah-burgher/,Bad at Sports," Blake, Kevin","‰ÛÏTranscending Immediacy: A Conversation with Elijah Burgher‰Ûù. December 16, 2013"," December 16, 2013",false,Elijah Burgher
168,http://articles.chicagotribune.com/2013-12-13/entertainment/chi-best-art-shows-2013-20131213_1_art-institute-arts-club-imagism,Chicago Tribune,"Ise, Claudine","Best art shows of 2013 (Deb Sokolow). December 13, 2013"," December 13, 2013",false,Deb Sokolow
169,http://chicagoist.com/2013/12/12/bmo_harris_presents_lilli_carre_at.php,Chicagoist,"Shaw, Marielle","Lilli CarrÌ© Flies Solo In Debut MCA Chicago Exhibit. Dec 12, 2013"," December 12, 2013",true,
170,http://www.westernexhibitions.com/Burgher/1_press/af_dotcom2013.html,artforum.com," Morris, Matthew","‰ÛÏElijah Burgher‰Ûù (review). November 25, 2013"," November 25, 2013",false,Elijah Burgher
171,http://www.nytimes.com/2013/11/22/arts/design/drawing-time-reading-time-at-the-drawing-center.html?_r=0,New York Times,"Johnson, Ken","When How It Looks Matters More Than What It Says (Deb Sokolow). November 21, 2013"," November 21, 2013",false,Deb Sokolow
172,http://dailyserving.com/2013/11/elijah-burgher-friendship-as-a-way-of-life-bw-im-seeking-the-minotaur-at-western-exhibitions/,Daily Serving," Miller, Randall","Elijah Burgher: Friendship as a Way of Life b/w I‰Ûªm Seeking the Minotaur at Western Exhibitions (Elijah Burgher). November 19, 2013"," November 19, 2013",false,Elijah Burgher
173,http://nyulocal.com/entertainment/2013/11/18/2014-whitney-biennial-artists-announced/#ixzz2pM9RCTNh,NYUlocal,"Smith, Sydney",2014 Whitney Biennial Artists Announced. (Elijah Burgher). ,"November 18th, 2013",false,Elijah Burgher
174,http://www.chicagomag.com/arts-culture/November-2013/Chicago-Artists-at-the-Whitney-Biennial-2014/,Chicago Magazine,"Foumberg, Jason","There Are 17 Chicago Artists in the 2014 Whitney Biennial (Elijah Burgher). November 18, 2013"," November 18, 2013",false,Elijah Burgher
175,"http://www.chicagotribune.com/features/life/ct-sun-1117-mca-crochet-20131117,0,6248819.story",Chicago Tribune," Daley, Bill","Artists crochet at MCA. (Miller & Shellabarger). November 17, 2013"," November 17, 2013",false,Miller & Shellabarger
176,http://www.nytimes.com/2013/11/15/arts/design/the-2014-whitney-biennial-is-taking-shape.html?_r=1&adxnnl=1&adxnnlx=1384473120-nG9tnh8KwwMqzHt3dzqWeQ&,New York Times," Vogel, Carol","The 2014 Whitney Biennial Is Taking Shape"" (Elijah Burgher). November 14, 2013"," November 14, 2013",false,Elijah Burgher
177,http://www.chicagoreader.com/chicago/way-of-the-shovel-contemporary-art-museum-dieter-roelstraete/Content?oid=11532404,Chicago Reader," Worley, Sam","The Way of the Shovel could dig a little deeper"" (Miller & Shellabarger). November 12, 2013"," November 12, 2013",false,Miller & Shellabarger
178,http://www.chicagoreader.com/chicago/pink-tube-dutes-miller-stan-shellabarger-crochet-gender-roles/Content?oid=11476997,Chicago Reader,"Stuart, Gwynedd","Show us your . . . pink tube. (Miller & Shellabarger). November 11, 2013"," November 11, 2013",false,Miller & Shellabarger
179,http://art.newcity.com/2013/11/08/review-elijah-burgherwestern-exhibitions/,New City,"Miller, Chris","Review: Elijah Burgher/Western Exhibitions. November 8, 2013"," November 8, 2013",false,Elijah Burgher
180,http://www.chicagomag.com/arts-culture/October-2013/Why-Hardcore-Craft-Is-So-Popular-In-Chicago/,Chicago Magazine,"Foumberg, Jason","Why Hardcore Craft Is So Popular in Chicago. (Miller & Shellabarger). November 1, 2013"," November 1, 2013",false,Miller & Shellabarger
181,http://artforum.com/diary/id=43770,artforum.com,"Jovanovich, Alex","Scene and Heard: Bell, Book, and Candle (Elijah Burgher). October 27, 2013"," October 27, 2013",false,Elijah Burgher
182,http://www.chicagomag.com/Chicago-Magazine/October-2013/The-Insiders-Guide-to-Art-This-Fall/,Chicago Magazine,"Foumberg, Jason","The Insiders‰Ûª Guide to Art This Fall (Elijah Burgher). October 3, 2013"," October 3, 2013",false,Elijah Burgher
183,http://www.westernexhibitions.com/sokolow/press/2013_ArtNews.html,Art News.," Weinberg, Lauren",Deb Sokolow (review). October 2013," October 1, 2013",false,Deb Sokolow
184,http://www.westernexhibitions.com/niffenegger/press/2013_ChiTribune.html,Chicago Tribune," Ise, Claudine","Rachel Niffenegger's drab, brilliant 'Flesh Club. September 26, 2013"," September 26, 2013",false,Rachel Niffenegger
185,http://blackvisualarchive.com/2013/07/center-of-the-world-chicago/,Black Visual Archive," Onli, Meg","Center the World, Chicago. (Marshall Brown). July 2013"," July 1, 2013",true,
186,http://aeqai.com/main/2013/06/cincinnati-everyday-at-the-cincinnati-art-museum/,AEQAI," Robinson, Emil","Cincinnati Everyday at the Cincinnati Art Museum (Courttney Cooper). June 21st, 2013"," June 21, 2013",false,Courttney Cooper
187,http://www.bigredandshiny.com/cgi-bin/BRS.cgi?section=review&issue=145&article=2013-06-09-065250430173732759,Big Red & Shiny,"Schaefer, Sandrine","Experiencing Rapid Pulse. June 1-10, 2013"," June 1, 2013",true,
188,http://www.westernexhibitions.com/christian/3_press/2013_artpapers.htm,Art Papers,"Lampe, Lilly",Ryan Travis Christian. April 2013," April 1, 2013",false,Ryan Travis Christian
189,http://www.westernexhibitions.com/GTS/press/2013_Onyx.html,Onyx Premium,"(Qatar Airlines). Martin, Karen",Geoffrey Todd Smith. April 2013," April 1, 2013",true,
540,,Time Out Chicago," Pearson, Laura","Robyn O'Neil. May 31, 2103"," May 31, 2103",false,Robyn O'Neil
190,http://aeqai.com/main/2013/05/super-cooper-art-without-words/,AEQAI,"Banner, Keith","Super Cooper: Art without Words. (Courttney Cooper) May 22nd, 2013"," May 22, 2013",false,Courttney Cooper
191,http://www.phaidon.com/store/art/vitamin-d2-9780714865287/,Vitamin D2: New Perspectives in Drawing.,,"[hardcover], Elijah Burgher and Deb Sokolow. Published by Phaidon",,false,Elijah Burgher
192,http://theculturetrip.com/north-america/usa/california/articles/fact-fiction-paranoia-and-conspiracy-theories-in-the-work-of-deb-sokolow/,The Culture Trip,"Ransom, Jessica","Fact, Fiction, Paranoia and Conspiracy Theories in the work of Deb Sokolow. May 1, 2013"," May 1, 2013",false,Deb Sokolow
193,http://www.westernexhibitions.com/sokolow/press/2013_ArtNewEngland.html,Art New England,"Rossof, Patricia","Deb Sokolow: Some Concerns About the Candidate, Matrix 166. May/June, Volume 34, Issue 3, Page 58, 2013"," May 1, 2013",false,Deb Sokolow
194,http://artinprint.org/index.php/articles/article/a_visual_turn_comics_and_art_after_the_graphic_novel,Art in Print,"Peltz, Amy","A Visual Turn: Comics and Art after the Graphic Novel. (Deb Sokolow). Volume 2, Number 6, 2013"," March 6, 2013",false,Deb Sokolow
195,http://www.nytimes.com/slideshow/2013/04/14/travel/20130414-SURFACING-3.html?_r=0,New York Times,,"Old Warehouses Go Beyond Storage in Raleigh, N.C. (Ryan Travis Christian). April 14, 2013"," April 14, 2013",false,Ryan Travis Christian
196,http://manpodcast.com/post/47706298648/this-weeks-modern-art-notes-podcast-features,Modern Art Notes,"Green, Tyler","Kaz Oshiro / Deb Sokolow (podcast interview). April 11, 2013"," April 11, 2013",false,Deb Sokolow
197,http://www.visualartsource.com/index.php?page=editorial&pcID=17&aID=1645,Visual Art Source,"Dluzen, Robin","Deb Sokolow (review). April 9, 2013"," April 9, 2013",false,Deb Sokolow
199,http://chicagoartreview.com/2013/04/04/deb-sokolow-western-exhibitions-2/,Chicago Art Review,"Reiner, Todd","Deb Sokolow @ Western Exhibitions. April 4, 2013"," April 4, 2013",false,Deb Sokolow
200,http://www.westernexhibitions.com/sokolow/press/HartfordAdvocate.html,Hartford Advocate," Bisbort, Alan","Crazy and Gullible. (review: Deb Sokolow). March 7-13, 2013"," March 7, 2013",false,Deb Sokolow
201,"http://www.chicagotribune.com/entertainment/art/ct-ent-0404-jennifer-mills-art-review-20130403,0,7564081.story",Chicago Tribune,"Waxman, Lori","Art to laugh with (not at): Gallery shows where laughter is encouraged (Deb Sokolow). April 3, 2013"," April 3, 2013",false,Deb Sokolow
202,http://www.westernexhibitions.com/westernXeditions/artists/OnsmithNudd/Artinprint_OnsmithNudd.pdf,Art in Print,"Ishmael, Amelia","Onsmith & Nudd. March-April 2013, Volume 2, Number 6 March-April 2013"," March 1, 2013",true,
203,http://www.artltdmag.com/index.php?subaction=showfull&id=1363380105&archive=&start_from=&ucat=28&,Art Ltd," Yood, James",Critic's Picks: Chicago (Deb Sokolow). March 2013," March 1, 2013",false,Deb Sokolow
204,http://badatsports.com/2013/deb-sokolow-interview/,Bad at Sports," Holland, Richard","Deb Sokolow Interview. March 15, 2013"," March 15, 2013",false,Deb Sokolow
205,http://www.nytimes.com/2013/03/10/nyregion/a-review-of-some-concerns-about-the-candidate-at-the-wadsworth-atheneum-in-hartford.html?_r=0,New York Times,"Schwendener, Martha","An Installation of Dirty Politics and Illusion (review, Deb Sokolow). March 8, 2013"," March 8, 2013",false,Deb Sokolow
206,http://www.westernexhibitions.com/sokolow/press/artforumdotcom_Elastic.html,artforum.com,"Lee, Nathaniel","How I Wrote Elastic Man (review, Deb Sokolow). March 7, 2013"," March 7, 2013",false,Deb Sokolow
207,http://www.indyweek.com/indyweek/at-cam-raleigh-flattened-raindrops-and-googly-eyes/Content?oid=3368687,Indy Week,"Vitiello, Chris","At CAM Raleigh, flattened raindrops and googly eyes (Ryan Travis Christian). March 6, 2013"," March 6, 2013",false,Ryan Travis Christian
208,http://bigstory.ap.org/article/artists-show-creation-merges-destruction,Associated Press," Breed, Allen","In Artist's Show, Creation Merges With Destruction. (Ryan Travis Christian). ",22-Feb-13,false,Ryan Travis Christian
209,http://www.youtube.com/watch?hl=en&gl=US&client=mv-google&feature=player_embedded&v=wp34mIeA5Ds&nomobile=1,Associated Press,,"Art, an Act of Creation, Can Involve Destruction.(video) (Ryan Travis Christian). February 22, 2013"," February 22, 2013",false,Ryan Travis Christian
210,http://timeoutchicago.com/arts-culture/art-design/16052286/plant-life-at-western-exhibitions-art-review,Time Out Chicago,"Pearson, Laura","Plant Life at Western Exhibitions | Art review: Heidi Norton and other artists riff on the botanical world. February 14, 2013"," February 14, 2013",true,
211,"http://www.courant.com/entertainment/arts/hc-atheneum-sokolow-0210-20130207,0,2822625.story",Hartford Courant,"Dunne, Susan","Atheneum Showcases Art Of Politcal Paranoia: MATRIX Gallery Exhibits Deb Sokolow's Some Concerns About the Candidate. February 7, 2013"," February 7, 2013",false,Deb Sokolow
212,http://www.westernexhibitions.com/miller/1_press/2012_af_dot_com.html,artforum.com," Eler, Alicia","Critic's Pick: Dutes Miller. January 14, 2103"," January 14, 2103",false,Dutes Miller
213,http://www.huffingtonpost.com/2013/01/05/artist-dutes-millers-in-the-garden-homosexuality-queer-art_n_2410381.html,Huffington Post,,"Artist Dutes Miller's 'In The Garden' Exhibition Imagines If Homosexuality Was The Norm. January 5, 2013"," January 5, 2013",false,Dutes Miller
214,http://hyperallergic.com/62270/a-garden-of-gay-male-desire-nsfw/,Hyperallergic," Hartigan, Philip","A Garden of Gay Male Desire (NSFW). (Dutes Miller). Janaury 2, 2013"," Janaury 2, 2013",false,Dutes Miller
215,http://ionmagazine.ca/content/ones-watch-ryan-travis-christian,ION Magazine,"Khan, Aleeza","Ones to Watch | Ryan Travis Christian. December 28, 2012"," December 28, 2012",false,Ryan Travis Christian
216,http://blog.art21.org/2012/12/26/afterimage-an-interview-with-dahlia-tullet-gross-and-thea-liberty-nichols/,Art: 21 Blog," Picard, Caroline","Afterimage: An Interview with Dahlia Tulett-Gross and Thea Liberty Nichols (Richard Hull, John Parot). December 26, 2012"," December 26, 2012",false,Richard Hull
217,http://art.newcity.com/2012/12/18/eye-exam-my-top-art-picks-for-2012-in-chicago-and-the-midwest/,New City," Velez, Pedro","Eye Exam: Top Art Picks for 2012 in Chicago and the Midwest. (Elijah Burgher). December 18, 2012"," December 18, 2012",false,Elijah Burgher
218,http://www.chicagoreader.com/Bleader/archives/2012/12/14/its-a-garden-but-thats-no-snake#more,Chicago Reader,"Nardi, Sarah","It's a garden but that's no snake. (Dutes Miller). December 14, 2012"," December 14, 2012",false,Dutes Miller
219,"http://www.chicagotribune.com/entertainment/ct-ent-1211-lilli-carre-20121210,0,1752147.column?page=1",Chicago Tribune,"Borrelli, Christopher","Pinning down Chicago artist Lilli Carre. December 10, 2012"," December 10, 2012",true,
220,http://timeoutchicago.com/arts-culture/art-design/15908796/quarterly-site-12%E2%80%94epic-something-at-the-hyde-park-art-center,Time Out Chicago," Weinberg, Lauren","Quarterly Site #12‰ÛÓEpic Something at the Hyde Park Art Center (Lilli Carre, Deb Sokolow). December 6, 2012"," December 6, 2012",false,Deb Sokolow
221,http://hyperallergic.com/60339/queer-arts-not-just-about-gender-a-chicago-survey/,Hyperallergic," Eler, Alicia","Queer Art‰Ûªs not Just About Gender ‰ÛÓ A Chicago Survey (Elijah Burgher). November 15, 2012"," November 15, 2012",false,Elijah Burgher
222,http://art.newcity.com/2012/11/13/review-mark-wagnerwestern-exhibitions-2/,New City,"Ritchie, Abraham","Review: Mark Wagner/Western Exhibitions. November 13, 2012"," November 13, 2012",true,
223,http://orlandoweekly.com/arts/visual/the-mysterious-content-of-softness-1.1396243?pgno=1,Orlando Weekly," Young, Jessica Bryce","The Mysterious Content of Softness (Miller & Shellabarger). October 31, 2012"," October 31, 2012",false,Miller & Shellabarger
224,http://timeoutchicago.com/arts-culture/art-design/15775721/%E2%80%9Cafterimage%E2%80%9D-at-depaul-art-museum-art-review,Time Out Chicago,"Weinberg, Lauren","‰ÛÏAfterimage‰Ûù at DePaul Art Museum | Art review"" (Richard Hull). October 18, 2012"," October 18, 2012",false,Richard Hull
225,http://www.frieze.com/issue/review/john-parot/,Frieze,"Foumberg, Jason","John Parot, Western Exhibitions, Chicago, USA. Issue 151, November-December 2012"," November 1, 2012",true,
226,http://newamericanpaintings.wordpress.com/2012/10/09/geoffrey-todd-smith-at-western-exhibitions/,NAP,"Reames, Josh","Geoffrey Todd Smith at Western Exhibitions. October 9, 2012"," October 9, 2012",true,
227,http://blog.expositionchicago.com/uncategorized/western-exhibitions-geoffrey-todd-smith/,The Seen,"Niendorf, Emmaline","Western Exhibitions // Geoffrey Todd Smith. October 9, 2012"," October 9, 2012",true,
228,http://thegirlwhoknewtoomuch.com/2012/10/08/sinister-walls-representation-and-repetition/,The Girl Who Knew Too Much,"Coleman, Caryn","Sinister walls: representation and repetition (Stan Shellabarger). October 8, 2012"," October 8, 2012",false,Stan Shellabarger
229,http://newamericanpaintings.wordpress.com/2012/09/25/expo-chicago-wrap-up/,NAP," Zevitas, Steven","Expo Chicago Wrap-Up: Part One (Richard Hull). September 25, 2012"," September 25, 2012",false,Richard Hull
230,http://flavorpill.com/chicago/events/2012/9/7/geoffrey-todd-smith-looker,Flavorpill,"Ritchie, Abraham","Editor's Pick: Geoffrey Todd Smith LOOKER. September 9, 2012"," September 9, 2012",true,
231,http://sixtyinchesfromcenter.org/archive/?p=17648,60 Inches from Center," Rhoden, Sierra Nicole","Geoffrey Todd Smith and Josh Mannis at Western Exhibitions. October 1, 2012"," October 1, 2012",true,
232,http://galleristny.com/2012/09/artadia-presents-45000-in-grants-to-seven-artists-at-expo-chicago-fair/,Gallerist NY.,"Russeth, Andrew","Artadia Presents $45,000 in Grants to Seven Artists at Expo Chicago Fair. (Deb Sokolow). September 21, 2012"," September 21, 2012",false,Deb Sokolow
233,http://articles.chicagotribune.com/2012-09-19/entertainment/ct-ent-0920-ground-floor-review-20120919_1_mfas-fine-arts-jason-salavon,Chicago Tribune,"Ise, Claudine","Hyde Park Art Center's 'Ground Floor' graduates. (Rachel Niffenegger). September 19, 2012"," September 19, 2012",false,Rachel Niffenegger
234,http://art.newcity.com/2012/09/19/art-50-chicagos-artists-artists/,New City,,"Art 50: Chicago‰Ûªs Artists‰Ûª Artists (Ryan Travis Christian, Jose Lerma). September 19, 2012"," September 19, 2012",false,Ryan Travis Christian
235,http://www.artslant.com/chi/articles/show/32032,ArtSlant.,"Chester, Alicia","Afterimage (Richard Hull). September 18, 2012"," September 18, 2012",false,Richard Hull
236,http://art.newcity.com/2012/09/18/review-the-great-refusal-taking-on-new-queer-aestheticssullivan-galleries/,New City," Stabler, Bert","Review: The Great Refusal: Taking On New Queer Aesthetics/SAIC Sullivan Galleries (Elijah Burgher). September 18, 2012"," September 18, 2012",false,Elijah Burgher
237,http://brophyarts.blogspot.com/2012/09/feel-beat.html,Bas-Relief,"Brophy, Madeline","Feel the Beat. (Geoffrey Todd Smith + Josh Mannis). September 17, 2012"," September 17, 2012",true,
238,http://art.newcity.com/2012/09/11/review-josh-manniswestern-exhibitions/,New City,"Stabler, Bert","Josh Mannis (review). September 11, 2012"," September 11, 2012",true,
239,"http://www.chicagotribune.com/classified/realestate/home/chi-mag-fall-art-of-home-20120912,0,3251412.story",Chicago Tribune Magazine,"Daley, Bill",‰ÛÏThe Art of Home‰Ûù(Miller & Shellabarger). Fall 2012," September 22, 2012",false,Miller & Shellabarger
240,http://sixtyinchesfromcenter.org/,Sixty Inches on Center ,"Jackson, Danielle",Exploring Human Relationships: A Dialogue with Miller & Shellabarger. Pt. 1 http://sixtyinchesfromcenter.org/archive/?p=16869 and Pt. 2 http://sixtyinchesfromcenter.org/archive/?p=16921. Summer 2012," June 1, 2012",false,Miller & Shellabarger
242,http://www.mke-lax.org/talent/nicholas-frank/,MKE <-> LAX,,Interview with Nicholas Frank. July 2012," July 1, 2012",false,Nicholas Frank
243,http://www.printeresting.org/2012/06/26/adriane-herman-at-western-exhibitions-chicago/,Printeresting," Hendrickson, Julia V","Adriane Herman (review). June 26, 2012"," June 26, 2012",true,
244,http://art.newcity.com/2012/06/19/review-john-parotwestern-exhibitions-2/,New City,"Foumberg, Jason","John Parot (review). June 19, 2012"," June 19, 2012",true,
245,http://www.wisconsingazette.com/art-gaze/gay-partners-put-their-relationship-on-display-at-inovakenilworth-gallery.html,Wisconsin Gazette,"Muckian, Mike","Gay partners put their relationship on display at Inova/Kenilworth gallery(Miller & Shellabarger). June 2, 2012"," June 2, 2012",false,Miller & Shellabarger
246,http://make-space.net/2012/05/17/other-investigations-geoffrey-todd-smith/,Make Space,"Judd, Jason","Other Investigations: Geoffrey Todd Smith. May 17, 2012"," May 17, 2012",true,
247,http://newamericanpaintings.wordpress.com/2012/05/02/the-baltimore-contemporary-print-far-at-bma/,New American Paintings Blog,"Smith, Matthew","The Baltimore Contemporary Print Fair at BMA. May 2, 2012"," May 2, 2012",true,
248,http://blog.art21.org/2012/05/11/lives-and-works-in-berlin-chicagos-big-youth-in-berlin/,Art 21 Blog,"Fitzgerald, Ali","Lives and Works in Berlin | Chicago‰Ûªs Big Youth in Berlin (Rachel Niffenegger). May 11, 2012"," May 11, 2012",false,Rachel Niffenegger
249,http://www.printeresting.org/2012/05/06/baltimore-contemporary-print-fair/,Printeresting,"Emmons, Amze","Baltimore Contemporary Print Fair. May 6, 2012"," May 6, 2012",true,
